spread|inertia|balancing|x flow error|x total|rest|Ux-f|x flow error in dict|x_true|x_est|f
0.00000000|0.10000000|0.00000000|0.00000000|10000.00000000|2374.00000000|1056.32570735|0.00000000|[ 1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.]|[ 1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.]|[  0  27   1   0 121  41  15  50 155   0   0   0   0   0   0   0   0   0   0 295 156   0   8  16   0   0  89   0   0   0  97 161   0   0   0  64   0   0  97   0  15   0   0  57 181   0   0   0   0   0   0   0   0   0  30   0   3   0   0   0  59   0   0   0   0   0  99   0  92 517   0   0   0  22   0   0   0   0   0   7  32   0 381  90 113   0   9   1   0  66   0   0 323   0   0   0  88  91  10   0 116   0   0   0   0   5   0   0  30   0   0   0   0   0  21   0   5   0   0  81  97  96 167  95  18  57  32   0   0   0   9  23  20  87   0   0   0  87   0  18   0   0  55  42   0   0 125   0 179  96   3 105   0  44 694   0   0 620   0   0  17  27  69   0 101  80   0   0   2   0 188   0   0   0   5   0   0 415  16]
0.00000000|0.10000000|0.00040000|0.24883376|10000.00000000|2915.00000000|1077.61635103|0.84575207|[   1.14184397    2.67241379    1.            1.            1.            1.            1.            1.           13.5           1.            8.90909091    1.            1.12987013    1.            1.            1.23684211    1.            1.            1.            1.            1.            1.          172.            1.            1.            1.            1.            1.          148.            1.            1.            1.            1.           69.33333333    1.           13.35135135    1.16704289    1.            1.           11.13793103    1.32258065    1.26923077    1.            1.            1.            1.            1.12790698    1.            1.            1.            1.            1.            1.            1.            1.            1.            1.            1.            1.03846154    1.            1.            1.            1.            1.            1.16666667    1.            1.            1.15789474    1.            1.            1.            1.            1.5           1.            1.            1.            1.            1.            1.        ]|[ 1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.]|[  0  26   1   0 121  31  15  50  58   0   0   0  37   0  12   0   0   0   0 295 156   0   8  16   0   0  89   0   0   0  97 141   0   0   0  64   0   0  86   0  15   0   0  57 181   0   0   0   0   0   0   0   0   0  30  11   0   0   0   0  59   0   0   0   0   0  78   0  92 443   0   0   0  22   0   0   0   0   0   7  32   0 381  90 113   0   9   1   0  66   0   0  29   0   0   0  76  91  10   0 116   0   0   0   0   5   0   0  30   0   6   0   0   0  18   0   0   0   0  81  97  96 167  95  18  57  32   0   0   0   0  23  20  77   0   0   0  87   0  18   0   0  55  42   0   1 125   0 179  96   2 105   0  44 694   0   0 620   0   0  17  27  69   0 101  80   0   0   0   0 152   0   0   1   5   0   0 415  16]
0.00000000|0.10000000|0.00080000|0.32118731|10000.00000000|3368.00000000|1124.40295268|0.71958204|[  1.89411765   1.           1.           1.           1.           1.           1.           9.           1.           3.37931034   1.           1.64150943   3.625        1.           1.           1.93814433   1.           1.           1.           1.           1.11111111   1.05769231   3.24528302   3.86666667   1.           1.           1.           1.           1.          74.           1.           3.34736842   1.           1.           1.          64.           1.          18.2962963    3.42384106   1.           1.          14.68181818   2.92857143   4.7          2.60526316   1.           1.           1.           1.           1.97959184   1.04761905   1.           1.           1.04504505   1.           1.           1.           1.           1.           1.           1.           1.92857143   1.           1.           1.           1.           1.           1.4          1.           5.33333333   1.           2.37837838   1.           1.           1.           1.           1.           1.           1.           1.           1.        ]|[ 1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.]|[  0  14   1   0 121  14  15  50   0   0   0   0  27   0  13   0   0   0   0 295 156   0   8  16   0   0  89   0   0   0  97  85   0   0   0  64   0   0  49   0  15   0   0  57 181   0   0   0   0   0   0   3   0   0  27  29   0   0   0   0  59   0   0   0   0   0  38   0  92 151   0   0  10  22   0   0   0   0   0   7  32   0 381  90 113  15   9   0   0  63   0   0  22   0   0   0  37  91  10   0 111   0   0  95   0   5   0   0  30   0   9   0   0   0  15   0   0   0   0  81  97  96 167  95  18  57  32   0   0   0   0  23  20  53   0   0   0  87  16  18   0   0  52  42   0   2 125   0 179  96   0 105   0  44 694   0   0 620   0   0  17  27  69   0 101  80   0   0   0   0  97   0   0  53   5   0   0 415  16]
0.00000000|0.10000000|0.00120000|0.23603165|10000.00000000|3724.00000000|1184.61977022|0.84615187|[   3.09615385    2.5           1.            1.            1.            1.            1.            1.           49.            1.            2.28947368    1.75757576    1.            1.            2.84848485    1.            1.            1.            1.            1.57894737    1.71875       1.95454545    2.14814815    1.            1.            1.            1.            1.            1.            2.46511628    1.            1.            1.            1.            7.95384615    1.            1.          323.           13.66666667    3.13333333    4.5           1.            1.            1.            1.13084112    2.48717949    2.0625        1.            1.            1.75757576    1.            1.            1.            1.            1.            1.            1.            3.            1.            1.            1.            1.            1.            2.33333333    1.            5.33333333    1.            5.5           1.            1.            1.            1.27777778    1.            1.            1.            1.            1.        ]|[ 1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.]|[  0   9   1   0 107   3  15  50   0   0   0   0   0   0   0   0   0   0   0 295 156   0   8  16   0   0  89   0   0   0  97  52   0   0   0  64   0   0  39   0  15   0   0  57 181   0   0   0   0   0   0   3   0   0  19   2   0   0   0   0  59   0   0   0   0   0  22   0  92  65   0   0  15  22   0   0   0   0   0   7  32   0 381  90 113  27   9   0   0  32   0   0   1   0   0   0  16  91  10   0  66   0   0 129   0   5   0   0  30   0   0   0   0   0   9   0   0   0   0  81  97  96 167  95  18  57  32   0   0   0   0  18  20  38   0   0   0  87  33  18   0   0  32  42   0   0 125   0 179  96   0 105   0  44 694   0   0 620   0   0  17  27  69   0 101  80   0   0   0   0  66   0   0  88   2   0   0 415  16]
0.00000000|0.10000000|0.00200000|0.29546938|10000.00000000|4604.00000000|1236.05177885|0.58924735|[  3.83333333   1.           1.73214286   1.           1.01965602   1.1547619    1.           4.9          1.           3.95454545   3.41176471   2.09340659   1.           6.06451613   2.58823529   1.           1.           1.           7.5          5.5          2.29333333   1.45         1.53225806   1.           1.           1.94444444   1.           1.           2.23943662   1.28         1.           1.09090909   1.125       19.88461538   1.10344828   1.           2.04347826   1.           1.           4.59090909   1.55128205   3.46428571  11.           2.11864407   1.           5.27272727   1.9          1.00892857   1.           1.           1.           1.           1.14285714   9.           1.           1.           1.           1.           1.           3.           8.           1.77777778   1.0212766    1.           1.           1.           5.75         1.           1.7          1.           1.           1.25      ]|[ 1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.]|[  0   3   1   0  78   0  15  50   0   0   0   0   0   0   0   0   0   0   0 295 143   0   1  16   0   0  89   0   0   0  56  42   0   0   0  64   0   0  28   0  15   0   0  57 181   0   0   0   0   0   0   9   0   0   4  20   0   0   0   0  59   0   0   0   0   0   0   0  92  26   0   0  23  22   0   0   0   0   0   7  32   0 182  90 112  40   9   0   0   6   0   0   0   0   0   0   0  91  10   0  22   0   0 142   0   4   0   0  30   0   0   0   0   0   7   0   0   0   0  81  84  94 167  62  18  30  25   0   0   0   0   4  20  22   0   0   0  87  17  18   0   0  10  42   0   0  59   0 179  87   0  54   0  17 694   0   0 620   0   0  10  24  69   0  22  80   0   0   0   0  31   0   0  75   0   0   0 407  14]
0.00000000|0.20000000|0.00000000|0.00000000|10000.00000000|2374.00000000|1056.32570735|0.00000000|[ 1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.]|[ 1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.]|[  0  27   1   0 121  41  15  50 155   0   0   0   0   0   0   0   0   0   0 295 156   0   8  16   0   0  89   0   0   0  97 161   0   0   0  64   0   0  97   0  15   0   0  57 181   0   0   0   0   0   0   0   0   0  30   0   3   0   0   0  59   0   0   0   0   0  99   0  92 517   0   0   0  22   0   0   0   0   0   7  32   0 381  90 113   0   9   1   0  66   0   0 323   0   0   0  88  91  10   0 116   0   0   0   0   5   0   0  30   0   0   0   0   0  21   0   5   0   0  81  97  96 167  95  18  57  32   0   0   0   9  23  20  87   0   0   0  87   0  18   0   0  55  42   0   0 125   0 179  96   3 105   0  44 694   0   0 620   0   0  17  27  69   0 101  80   0   0   2   0 188   0   0   0   5   0   0 415  16]
0.00000000|0.20000000|0.00040000|0.17901099|10000.00000000|2529.00000000|1058.43800007|0.94845652|[   1.14184397    1.            1.            1.            1.            1.            1.            1.            1.            1.            1.12987013    1.            1.            1.23684211    1.            1.            1.            1.            1.            1.            1.            1.            1.            1.            1.          148.            1.            1.            1.            1.          832.            1.          494.            1.16704289    1.            1.            1.            1.07894737    1.            1.            1.            1.            1.            1.12790698    1.            1.            1.            1.            1.            1.            1.            1.            1.            1.            1.            1.            1.03846154    1.            1.            1.            1.            1.            1.16666667    1.            1.            1.            1.            1.            1.            1.            1.            1.            1.            1.            1.            1.            1.            1.            1.            1.        ]|[ 1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.]|[  0  26   1   0 121  38  15  50 155   0   0   0   1   0   1   0   0   0   0 295 156   0   8  16   0   0  89   0   0   0  97 141   0   0   0  64   0   0  86   0  15   0   0  57 181   0   0   0   0   0   0   0   0   0  30   0   3   0   0   0  59   0   0   0   0   0  99   0  92 443   0   0   0  22   0   0   0   0   0   7  32   0 381  90 113   0   9   1   0  66   0   0 323   0   0   0  88  91  10   0 116   0   0   0   0   5   0   0  30   0   0   0   0   0  18   0   5   0   0  81  97  96 167  95  18  57  32   0   0   0   9  23  20  77   0   0   0  87   0  18   0   0  55  42   0   1 125   0 179  96   3 105   0  44 694   0   0 620   0   0  17  27  69   0 101  80   0   0   2   0 152   0   0   0   5   0   0 415  16]
0.00000000|0.20000000|0.00080000|0.26619946|10000.00000000|3194.00000000|1116.49540975|0.78125101|[   1.89411765    1.3963964     1.            1.            1.            1.            1.            1.           40.5           1.           32.66666667    1.            1.64150943    1.            1.            1.93814433    1.            1.            1.            1.            1.11111111    1.05769231    1.            1.            1.            1.            1.           37.            1.            1.            1.            1.          138.66666667    1.           26.            3.42384106    1.            1.            1.27667984    2.41176471    1.125         1.            1.            1.            1.            1.97959184    1.04761905    1.            1.            1.04504505    1.            3.            1.            1.            1.            1.            1.            1.            1.92857143    1.            1.            1.            1.            1.            1.4           1.            1.            1.95555556    1.            1.            1.            1.            2.            3.            1.            1.            1.            1.            1.25          1.        ]|[ 1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.]|[  0  14   1   0 121  17  15  50 111   0   0   0  19   0   6   0   0   0   0 295 156   0   8  16   0   0  89   0   0   0  97  85   0   0   0  64   0   0  49   0  15   0   0  57 181   0   0   0   0   0   0   0   0   0  27   3   1   0   0   0  59   0   0   0   0   0  88   0  92 151   0   0   0  22   0   0   0   0   0   7  32   0 381  90 113   0   9   0   0  63   0   0 253   0   0   0  45  91  10   0 111   0   0   0   0   5   0   0  30   0   2   0   0   0  15   0   4   0   0  81  97  96 167  95  18  57  32   0   0   0   3  23  20  53   0   0   0  87   0  18   0   0  52  42   0   4 125   0 179  96   0 105   0  44 694   0   0 620   0   0  17  27  69   0 101  80   0   0   1   0  97   0   0   0   5   0   0 415  16]
0.00000000|0.20000000|0.00120000|0.30478222|10000.00000000|3807.00000000|1188.82505021|0.81681828|[  3.09615385   3.60465116   2.5          1.           1.           1.           1.           1.          40.5          1.          14.           1.           2.28947368   1.           1.           2.84848485   1.           1.           1.           1.           1.57894737   1.71875     34.4         29.           1.           1.           1.           1.           1.           1.          79.5          1.           1.           1.           1.          44.90909091   7.95384615   1.           1.           3.47311828   4.55555556  47.           1.90384615   1.           1.           1.           1.13084112   2.48717949   2.0625       1.           1.           1.75757576   1.           1.           1.          37.           1.           1.           1.           1.           3.           1.           1.           1.           1.           1.           2.33333333   1.           1.           3.38461538   1.           1.           1.           1.27777778   1.           1.           1.           1.           1.        ]|[ 1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.]|[  0   9   1   0 107   9  15  50  43   0   0   0  11   0   0   0   0   0   0 295 156   0   8  16   0   0  89   0   0   0  97  52   0   0   0  64   0   0  39   0  15   0   0  57 181   0   0   0   0   0   0   0   0   0  19   7   0   0   0   0  59   0   0   0   0   0  52   0  92  65   0   0   1  22   0   0   0   0   0   7  32   0 381  90 113   2   9   0   0  32   0   0  93   0   0   0  26  91  10   0  66   0   0   4   0   5   0   0  30   0   2   0   0   0   9   0   0   0   0  81  97  96 167  95  18  57  32   0   0   0   0  18  20  38   0   0   0  87   0  18   0   0  32  42   0   0 125   0 179  96   0 105   0  44 694   0   0 620   1   0  17  27  69   0 101  80   0   0   0   0  66   0   0   5   2   0   0 415  16]
0.00000000|0.20000000|0.00200000|0.35512088|10000.00000000|4692.00000000|1255.18843207|0.82874167|[   3.83333333   38.75          1.            1.73214286    1.            1.01965602    1.1547619     1.            1.            3.95454545    7.25          2.09340659    1.            6.06451613    1.04761905    1.            1.            1.            7.5           5.5           5.5483871     3.86666667    1.53225806    1.            1.            1.94444444    1.            1.            6.48979592    1.28          1.            1.09090909    1.           19.88461538    1.10344828    1.          161.5           4.7          19.8           1.            1.            1.02020202    1.55128205    3.46428571   11.            2.11864407    1.            5.27272727    1.9           1.00892857    1.            1.            1.            1.            1.14285714    9.            1.            1.            1.            1.            1.            3.            1.6          16.            1.0212766    29.33333333    1.            1.            1.            5.75          1.            1.7           1.            1.            5.            1.25      ]|[ 1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.]|[  0   3   1   0  78   0  15  50   4   0   0   0   0   0   0   0   0   0   0 295 143   0   5  16   0   0  89   0   0   0  56  42   0   0   0  64   0   0  28   0  15   0   0  57 181   0   0   0   0   0   0   1   0   0   4   0   0   0   0   0  59   0   0   0   0   0   5   0  92  26   0   0  10  22   0   0   0   0   0   7  32   0 182  90 112  15   9   0   0   6   0   0   2   0   0   0   3  91  10   0  22   0   0  49   0   4   0   0  30   0   0   0   0   0   7   0   1   0   0  81  84  94 167  62  18  30  25   0   0   0   0   4  20  22   0   0   0  87   8  18   0   0  10  42   0   0  59   0 179  87   0  54   0  42 694   0   0 620   0   0  10  27  69   0  99  80   0   0   0   0  31   0   0  31   0   0   0 407  14]
0.00000000|0.30000000|0.00000000|0.00000000|10000.00000000|2374.00000000|1056.32570735|0.00000000|[ 1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.]|[ 1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.]|[  0  27   1   0 121  41  15  50 155   0   0   0   0   0   0   0   0   0   0 295 156   0   8  16   0   0  89   0   0   0  97 161   0   0   0  64   0   0  97   0  15   0   0  57 181   0   0   0   0   0   0   0   0   0  30   0   3   0   0   0  59   0   0   0   0   0  99   0  92 517   0   0   0  22   0   0   0   0   0   7  32   0 381  90 113   0   9   1   0  66   0   0 323   0   0   0  88  91  10   0 116   0   0   0   0   5   0   0  30   0   0   0   0   0  21   0   5   0   0  81  97  96 167  95  18  57  32   0   0   0   9  23  20  87   0   0   0  87   0  18   0   0  55  42   0   0 125   0 179  96   3 105   0  44 694   0   0 620   0   0  17  27  69   0 101  80   0   0   2   0 188   0   0   0   5   0   0 415  16]
0.00000000|0.30000000|0.00040000|0.02032520|10000.00000000|2529.00000000|1059.82404200|0.01292978|[ 1.14184397  1.          1.          1.          1.          1.          1.          1.          1.          1.          1.12987013  1.          1.          1.23684211  1.          1.          1.          1.          1.          1.          1.          1.          1.          1.          1.          1.          1.          1.          1.          1.          1.16704289  1.          1.          1.          1.          1.          1.          1.          1.          1.          1.12790698  1.          1.          1.          1.          1.          1.          1.          1.          1.          1.          1.          1.          1.03846154  1.          1.          1.          1.          1.          1.16666667  1.          1.          1.          1.          1.          1.          1.          1.          1.          1.          1.          1.          1.          1.          1.          1.          1.        ]|[ 1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.]|[  0  26   1   0 121  41  15  50 155   0   0   0   0   0   0   0   0   0   0 295 156   0   8  16   0   0  89   0   0   0  97 141   0   0   0  64   0   0  86   0  15   0   0  57 181   0   0   0   0   0   0   0   0   0  30   0   3   0   0   0  59   0   0   0   0   0  99   0  92 443   0   0   0  22   0   0   0   0   0   7  32   0 381  90 113   0   9   1   0  66   0   0 323   0   0   0  88  91  10   0 116   0   0   0   0   5   0   0  30   0   0   0   0   0  18   0   5   0   0  81  97  96 167  95  18  57  32   0   0   0   9  23  20  77   0   0   0  87   0  18   0   0  55  42   0   0 125   0 179  96   3 105   0  44 694   0   0 620   0   0  17  27  69   0 101  80   0   0   2   0 152   0   0   0   5   0   0 415  16]
0.00000000|0.30000000|0.00080000|0.09236421|10000.00000000|3082.00000000|1126.58954371|0.10984266|[ 1.89411765  1.          1.          1.          1.          1.          1.          1.          1.          1.          1.64150943  1.          1.          1.93814433  1.          1.          1.          1.          1.11111111  1.05769231  1.          1.          1.          1.          1.          1.          1.          1.          1.          1.          3.42384106  1.          1.          1.          2.15789474  1.          1.          1.          1.          1.          1.97959184  1.04761905  1.          1.          1.04504505  1.          1.          1.          1.          1.          1.          1.          1.          1.92857143  1.          1.          1.          1.          1.          1.4         1.          1.          1.62962963  1.          1.          1.          1.          1.          1.          1.          1.          1.          1.          1.          1.        ]|[ 1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.]|[  0  14   1   0 121  19  15  50 155   0   0   0   0   0   0   0   0   0   0 295 156   0   8  16   0   0  89   0   0   0  97  85   0   0   0  64   0   0  49   0  15   0   0  57 181   0   0   0   0   0   0   0   0   0  27   0   3   0   0   0  59   0   0   0   0   0  99   0  92 151   0   0   0  22   0   0   0   0   0   7  32   0 381  90 113   0   9   0   0  63   0   0 323   0   0   0  54  91  10   0 111   0   0   0   0   5   0   0  30   0   0   0   0   0  15   0   5   0   0  81  97  96 167  95  18  57  32   0   0   0   9  23  20  53   0   0   0  87   0  18   0   0  52  42   0   0 125   0 179  96   0 105   0  44 694   0   0 620   0   0  17  27  69   0 101  80   0   0   2   0  97   0   0   0   5   0   0 415  16]
0.00000000|0.30000000|0.00120000|0.29681941|10000.00000000|3478.00000000|1161.10120145|0.87839852|[   3.09615385    1.05442177    2.5           1.            1.            1.            1.            1.           40.5           1.           49.            1.            2.28947368    1.            1.            2.84848485    1.            1.            1.            1.            1.57894737    1.71875       1.            1.            1.            1.            1.          148.            1.            1.            1.            1.          277.33333333    1.           41.16666667    7.95384615    1.            1.            1.25680934    3.41666667    1.            1.            1.            1.            1.13084112    2.48717949    2.0625        1.            1.            1.75757576    1.            1.28571429    1.            1.            1.            1.            1.            1.            3.            1.            1.            1.            1.            1.            2.33333333    1.            1.            2.58823529    1.            1.            1.            1.27777778    1.            1.            1.            1.            1.            1.            1.25          1.        ]|[ 1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.]|[  0   9   1   0 107  12  15  50 147   0   0   0  12   0   3   0   0   0   0 295 156   0   8  16   0   0  89   0   0   0  97  52   0   0   0  64   0   0  39   0  15   0   0  57 181   0   0   0   0   0   0   0   0   0  19   2   3   0   0   0  59   0   0   0   0   0  99   0  92  65   0   0   0  22   0   0   0   0   0   7  32   0 381  90 113   0   9   0   0  32   0   0 257   0   0   0  34  91  10   0  66   0   0   0   0   5   0   0  30   0   2   0   0   0   9   0   4   0   0  81  97  96 167  95  18  57  32   0   0   0   7  18  20  38   0   0   0  87   0  18   0   0  32  42   0   1 125   0 179  96   0 105   0  44 694   0   0 620   0   0  17  27  69   0 101  80   0   0   2   0  66   0   0   0   2   0   0 415  16]
0.00000000|0.30000000|0.00200000|0.33929673|10000.00000000|4645.00000000|1255.80531931|0.80514496|[  3.83333333   2.27941176   1.           1.73214286   1.           1.01965602   1.1547619    1.           1.           3.95454545  58.           2.09340659   1.           6.06451613   1.02325581   1.           1.           1.           7.5          5.5         86.           1.53225806   1.02247191   1.           1.94444444   1.01472995   1.          53.           1.28         1.           1.09090909   1.          19.88461538   1.10344828   1.          17.           1.33783784   1.           1.           1.           1.55128205   3.46428571  11.           2.11864407   1.           5.27272727   1.9          1.00892857   1.           1.           1.           1.           1.14285714   9.           1.04761905   1.           1.           1.           1.           3.           1.14285714   1.0212766    6.76923077   1.           1.           1.           5.75         1.           1.7          1.           1.           1.25      ]|[ 1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.]|[  0   3   1   0  78   0  15  50  68   0   0   0   0   0   0   0   0   0   0 295 143   0   7  16   0   0  89   0   0   0  56  42   0   0   0  64   0   0  28   0  15   0   0  57 181   0   0   0   0   0   0   0   0   0   4   0   0   0   0   0  59   0   0   0   0   0  74   0  92  26   0   0   0  21   0   0   0   0   0   7  32   0 182  90 112   0   9   0   0   6   0   0  19   0   0   0  13  89  10   0  22   0   0   6   0   4   0   0  30   0   0   0   0   0   7   0   0   0   0  81  84  94 167  62  18  30  25   0   0   0   0   4  20  22   0   0   0  87   1  18   0   0  10  42   0   0  59   0 179  87   0  54   0  43 694   0   0 611   0   0  10  27  69   0 101  80   0   0   0   0  31   0   0   2   0   0   0 407  14]
